id,breed
8000,chow
8001,dingo
8002,african_hunting_dog
8003,african_hunting_dog
8004,australian_terrier
8005,bernese_mountain_dog
8006,english_springer
8007,australian_terrier
8008,shih-tzu
8009,afghan_hound
8010,rhodesian_ridgeback
8011,cardigan
8012,shetland_sheepdog
8013,kelpie
8014,dingo
8015,great_pyrenees
8016,kuvasz
8017,sealyham_terrier
8018,scotch_terrier
8019,italian_greyhound
8020,samoyed
8021,english_setter
8022,border_collie
8023,german_shepherd
8024,chesapeake_bay_retriever
8025,bluetick
8026,appenzeller
8027,miniature_pinscher
8028,staffordshire_bullterrier
8029,italian_greyhound
8030,rhodesian_ridgeback
8031,beagle
8032,pomeranian
8033,miniature_poodle
8034,keeshond
8035,komondor
8036,silky_terrier
8037,borzoi
8038,german_short-haired_pointer
8039,basenji
8040,tibetan_terrier
8041,english_foxhound
8042,pomeranian
8043,entlebucher
8044,border_terrier
8045,maltese_dog
8046,tibetan_terrier
8047,bluetick
8048,border_terrier
8049,rhodesian_ridgeback
8050,old_english_sheepdog
8051,australian_terrier
8052,norwich_terrier
8053,toy_terrier
8054,labrador_retriever
8055,tibetan_terrier
8056,bouvier_des_flandres
8057,samoyed
8058,basenji
8059,sussex_spaniel
8060,chesapeake_bay_retriever
8061,german_shepherd
8062,silky_terrier
8063,pekinese
8064,newfoundland
8065,rottweiler
8066,afghan_hound
8067,miniature_poodle
8068,lakeland_terrier
8069,whippet
8070,schipperke
8071,german_shepherd
8072,welsh_springer_spaniel
8073,chesapeake_bay_retriever
8074,norwegian_elkhound
8075,papillon
8076,redbone
8077,shih-tzu
8078,basset
8079,bouvier_des_flandres
8080,american_staffordshire_terrier
8081,otterhound
8082,brittany_spaniel
8083,tibetan_terrier
8084,collie
8085,bluetick
8086,saint_bernard
8087,scotch_terrier
8088,collie
8089,pembroke
8090,english_setter
8091,blenheim_spaniel
8092,african_hunting_dog
8093,irish_water_spaniel
8094,affenpinscher
8095,cocker_spaniel
8096,briard
8097,redbone
8098,scotch_terrier
8099,blenheim_spaniel
8100,irish_setter
8101,basset
8102,scottish_deerhound
8103,irish_wolfhound
8104,shih-tzu
8105,gordon_setter
8106,wire-haired_fox_terrier
8107,golden_retriever
8108,irish_setter
8109,samoyed
8110,border_collie
8111,irish_setter
8112,dingo
8113,affenpinscher
8114,shetland_sheepdog
8115,irish_water_spaniel
8116,welsh_springer_spaniel
8117,leonberg
8118,french_bulldog
8119,saluki
8120,walker_hound
8121,soft-coated_wheaten_terrier
8122,blenheim_spaniel
8123,pomeranian
8124,beagle
8125,saluki
8126,walker_hound
8127,affenpinscher
8128,scotch_terrier
8129,irish_setter
8130,cardigan
8131,african_hunting_dog
8132,border_terrier
8133,great_pyrenees
8134,maltese_dog
8135,rottweiler
8136,doberman
8137,sealyham_terrier
8138,shetland_sheepdog
8139,redbone
8140,tibetan_terrier
8141,siberian_husky
8142,gordon_setter
8143,clumber
8144,border_collie
8145,boston_bull
8146,malamute
8147,leonberg
8148,groenendael
8149,otterhound
8150,german_shepherd
8151,golden_retriever
8152,great_dane
8153,wire-haired_fox_terrier
8154,toy_poodle
8155,schipperke
8156,blenheim_spaniel
8157,japanese_spaniel
8158,wire-haired_fox_terrier
8159,shih-tzu
8160,groenendael
8161,newfoundland
8162,briard
8163,shetland_sheepdog
8164,miniature_poodle
8165,keeshond
8166,lakeland_terrier
8167,wire-haired_fox_terrier
8168,entlebucher
8169,german_shepherd
8170,entlebucher
8171,labrador_retriever
8172,brittany_spaniel
8173,border_terrier
8174,eskimo_dog
8175,cairn
8176,lhasa
8177,weimaraner
8178,dingo
8179,french_bulldog
8180,ibizan_hound
8181,cardigan
8182,afghan_hound
8183,japanese_spaniel
8184,bloodhound
8185,golden_retriever
8186,appenzeller
8187,pomeranian
8188,japanese_spaniel
8189,border_collie
8190,papillon
8191,tibetan_terrier
8192,cocker_spaniel
8193,miniature_poodle
8194,whippet
8195,brittany_spaniel
8196,chow
8197,tibetan_terrier
8198,golden_retriever
8199,basenji
8200,appenzeller
8201,curly-coated_retriever
8202,shih-tzu
8203,giant_schnauzer
8204,dhole
8205,irish_terrier
8206,west_highland_white_terrier
8207,norwich_terrier
8208,scottish_deerhound
8209,border_terrier
8210,keeshond
8211,staffordshire_bullterrier
8212,australian_terrier
8213,border_terrier
8214,curly-coated_retriever
8215,english_foxhound
8216,mexican_hairless
8217,saint_bernard
8218,toy_poodle
8219,curly-coated_retriever
8220,bluetick
8221,papillon
8222,giant_schnauzer
8223,eskimo_dog
8224,african_hunting_dog
8225,labrador_retriever
8226,lhasa
8227,gordon_setter
8228,malamute
8229,gordon_setter
8230,great_dane
8231,cairn
8232,entlebucher
8233,chow
8234,labrador_retriever
8235,irish_water_spaniel
8236,bull_mastiff
8237,whippet
8238,pug
8239,toy_terrier
8240,cairn
8241,samoyed
8242,rottweiler
8243,bouvier_des_flandres
8244,weimaraner
8245,schipperke
8246,giant_schnauzer
8247,bull_mastiff
8248,cardigan
8249,vizsla
8250,bloodhound
8251,english_springer
8252,lhasa
8253,rhodesian_ridgeback
8254,cairn
8255,west_highland_white_terrier
8256,bloodhound
8257,japanese_spaniel
8258,standard_schnauzer
8259,greater_swiss_mountain_dog
8260,yorkshire_terrier
8261,standard_schnauzer
8262,shih-tzu
8263,malinois
8264,blenheim_spaniel
8265,rottweiler
8266,french_bulldog
8267,groenendael
8268,english_foxhound
8269,english_springer
8270,english_setter
8271,basset
8272,standard_schnauzer
8273,kerry_blue_terrier
8274,staffordshire_bullterrier
8275,lhasa
8276,curly-coated_retriever
8277,flat-coated_retriever
8278,afghan_hound
8279,walker_hound
8280,kelpie
8281,affenpinscher
8282,rottweiler
8283,scottish_deerhound
8284,bedlington_terrier
8285,cardigan
8286,old_english_sheepdog
8287,american_staffordshire_terrier
8288,african_hunting_dog
8289,groenendael
8290,standard_poodle
8291,boston_bull
8292,lhasa
8293,walker_hound
8294,keeshond
8295,rottweiler
8296,toy_poodle
8297,australian_terrier
8298,pembroke
8299,rottweiler
8300,silky_terrier
8301,beagle
8302,malamute
8303,border_collie
8304,groenendael
8305,dandie_dinmont
8306,giant_schnauzer
8307,groenendael
8308,standard_poodle
8309,bedlington_terrier
